,log2FC,mean_expression_cancer,mean_expression_control,dispersion,variance,pct_samples_expressed,pvalue,padj,baseMean,abs_log2FC,expression_ratio,cv
ENSG00000006715,-0.0914419550125013,3352.5104641454,3571.71205889394,0.0582984979638216,0.12182191738808,100.0,0.0722150017850525,0.0963947945410982,3373.12254900421,0.0914419550125013,0.938645602798339,0.0298883319512994
ENSG00000006740,-0.21593424251124,636.963671597016,740.048381924232,0.139549758789979,0.322119194428379,100.0,0.0061886718556838,0.0099510256461577,646.656989747134,0.21593424251124,0.860893414193088,0.0614621372348518
ENSG00000006744,0.0312452622353033,3696.84118224822,3617.64519422524,0.0560325282844374,0.119934007557456,100.0,0.53094855808272,0.578925439605991,3689.39418156613,0.0312452622353033,1.02188553554501,0.029326579176564
ENSG00000006747,1.02659456646631,1203.19163831699,590.592325265633,0.991089264500845,2.47979128668878,99.6383363471971,9.47091242600924e-07,2.58650323310311e-06,1145.58736294869,1.02659456646631,2.03550922973231,0.169087516299116
ENSG00000006756,0.244465935037838,5885.02849534105,4967.89784432042,0.13540180706807,0.315401477987479,100.0,0.0015852232759518,0.0027913748817176,5798.78836179119,0.244465935037838,1.18457426168842,0.0452886343140369
ENSG00000006757,0.126031176754268,1369.42566261212,1254.73288788819,0.0641268542019226,0.148731597740836,100.0,0.0185515706259928,0.0275662352918404,1358.64080856936,0.126031176754268,1.09133532762435,0.0372203856289365
ENSG00000006831,-0.281249586565582,4377.50698018387,5320.5148049889,0.0711810416161866,0.144486000921536,100.0,5.47121958219391e-07,1.54148952168738e-06,4466.18041036445,0.281249586565582,0.822793347503051,0.0314896508702218
ENSG00000007038,-0.666693626378247,153.469020727578,243.549857068274,1.74810957109737,4.97138095277071,52.9837251356239,0.0165656075238694,0.024786208970473,161.939551450392,0.666693626378247,0.631646334123406,0.381804547192349
ENSG00000007047,-0.0433405353396304,2151.93374320662,2217.74128323982,0.0481824532408678,0.102666449697318,100.0,0.349626894489758,0.401047323591032,2158.12179398732,0.0433405353396304,0.970340147122918,0.0290203038587102
ENSG00000007062,-1.45905211617635,302.44362494172,831.680461295861,1.45896478580813,4.19747653170282,75.9493670886076,9.2314174675271e-09,3.24227649154953e-08,352.209114074478,1.45905211617635,0.364417851800539,0.287501527384033
ENSG00000007080,0.275107799569322,3057.56255929526,2526.57739683844,0.196654394024051,0.504513120987685,99.8191681735986,0.00319059174497,0.0053552216221098,3007.63267060131,0.275107799569322,1.21007671738202,0.0622740015326592
